sciName,comName,speciesCode
Aythya nyroca x baeri,Ferruginous Duck x Baer's Pochard (hybrid),x00838
Aythya nyroca/baeri,Ferruginous Duck/Baer's Pochard,y00709
Aythya australis,Hardhead,wheduc1
Anas gracilis x Aythya australis,Gray Teal x Hardhead (hybrid),x00912
Aythya fuligula,Tufted Duck,tufduc
Anas platyrhynchos x Aythya fuligula,Mallard x Tufted Duck (hybrid),x00375
Netta rufina x Aythya fuligula,Red-crested Pochard x Tufted Duck (hybrid),x00376
Aythya ferina x fuligula,Common Pochard x Tufted Duck (hybrid),x00683
Aythya collaris x fuligula,Ring-necked x Tufted Duck (hybrid),x00652
Aythya nyroca x fuligula,Ferruginous x Tufted Duck (hybrid),x00839
Aythya novaeseelandiae,New Zealand Scaup,nezsca1
Aythya marila,Greater Scaup,gresca
Aythya americana x marila,Redhead x Greater Scaup (hybrid),x00680
Aythya collaris x marila,Ring-necked Duck x Greater Scaup (hybrid),x00779
Aythya fuligula x marila,Tufted Duck x Greater Scaup (hybrid),x00654
Aythya affinis,Lesser Scaup,lessca
Aythya americana x affinis,Redhead x Lesser Scaup (hybrid),x00678
Aythya collaris x affinis,Ring-necked Duck x Lesser Scaup (hybrid),x00613
Aythya fuligula x affinis,Tufted Duck x Lesser Scaup (hybrid),x00653
Aythya valisineria x marila/affinis,Canvasback x scaup sp. (hybrid),x00377
Aythya americana x marila/affinis,Redhead x scaup sp. (hybrid),x00681
Aythya collaris x marila/affinis,Ring-necked Duck x scaup sp. (hybrid),x00682
Aythya fuligula x marila/affinis,Tufted Duck x scaup sp. (hybrid),tdxsca1
Aythya marila/affinis,Greater/Lesser Scaup,scaup
Aythya sp.,Aythya sp.,aythya1
Polysticta stelleri,Steller's Eider,steeid
Camptorhynchus labradorius,Labrador Duck,labduc
Somateria fischeri,Spectacled Eider,speeid
Somateria spectabilis,King Eider,kineid
Somateria fischeri x spectabilis,Spectacled x King Eider (hybrid),x00942
Somateria mollissima,Common Eider,comeid
Somateria mollissima mollissima,Common Eider (Eurasian),comeid5
Somateria mollissima faeroeensis,Common Eider (Faroe Is.),comeid6
Somateria mollissima v-nigrum,Common Eider (Pacific),comeid1
Somateria mollissima dresseri,Common Eider (Dresser's),comeid2
Somateria mollissima borealis,Common Eider (Northern),comeid3
Somateria mollissima sedentaria,Common Eider (Hudson Bay),comeid4
Tadorna tadorna x Somateria mollissima,Common Shelduck x Common Eider (hybrid),x01151
Anas platyrhynchos x Somateria mollissima,Mallard x Common Eider (hybrid),x00881
Somateria spectabilis x mollissima,King x Common Eider (hybrid),x00665
Somateria spectabilis/mollissima,King/Common Eider,eider
Somateria sp.,eider sp.,eider1
Histrionicus histrionicus,Harlequin Duck,harduc
Melanitta perspicillata,Surf Scoter,sursco
Melanitta fusca,Velvet Scoter,whwsco3
Melanitta deglandi,White-winged Scoter,whwsco2
Melanitta stejnegeri,Stejneger's Scoter,whwsco1
Melanitta perspicillata x deglandi,Surf x White-winged Scoter (hybrid),x00882
Melanitta deglandi x stejnegeri,White-winged x Stejneger's Scoter (hybrid),x01170
Melanitta fusca/deglandi/stejnegeri,Velvet/White-winged/Stejneger's Scoter,whwsco
Melanitta deglandi/stejnegeri,White-winged/Stejneger's Scoter,whwsco4
Melanitta nigra,Common Scoter,blksco1
Melanitta americana,Black Scoter,blksco2
Melanitta perspicillata/americana,Surf/Black Scoter,dawsco
Melanitta nigra/americana,Common/Black Scoter,blksco
Melanitta sp.,scoter sp.,scoter
Clangula hyemalis,Long-tailed Duck,lotduc
Bucephala albeola,Bufflehead,buffle
Bucephala clangula,Common Goldeneye,comgol
Bucephala albeola x clangula,Bufflehead x Common Goldeneye (hybrid),x00655
Bucephala albeola x clangula/islandica,Bufflehead x goldeneye sp. (hybrid),x00909
Bucephala islandica,Barrow's Goldeneye,bargol
Bucephala albeola x islandica,Bufflehead x Barrow's Goldeneye (hybrid),x01152
Bucephala clangula x islandica,Common x Barrow's Goldeneye (hybrid),cxbgol1
Bucephala clangula/islandica,Common/Barrow's Goldeneye,y00004
Mergellus albellus,Smew,smew
Bucephala clangula x Mergellus albellus,Common Goldeneye x Smew (hybrid),x00378
Lophodytes cucullatus,Hooded Merganser,hoomer
Aix sponsa x Lophodytes cucullatus,Wood Duck x Hooded Merganser (hybrid),x00202
Bucephala albeola x Lophodytes cucullatus,Bufflehead x Hooded Merganser (hybrid),x00424
Bucephala clangula x Lophodytes cucullatus,Common Goldeneye x Hooded Merganser (hybrid),x00425
Bucephala islandica x Lophodytes cucullatus,Barrow's Goldeneye x Hooded Merganser (hybrid),x00426
Bucephala clangula/islandica x Lophodytes cucullatus,goldeneye sp. x Hooded Merganser (hybrid),x00631
Mergellus albellus x Lophodytes cucullatus,Smew x Hooded Merganser (hybrid),x00379
Mergus australis,Auckland Islands Merganser,auimer1
Mergus merganser,Common Merganser,commer
Mergus merganser merganser/orientalis,Common Merganser (Eurasian),goosan1
Mergus merganser americanus,Common Merganser (North American),commer1
Somateria mollissima x Mergus merganser,Common Eider x Common Merganser (hybrid),x00840
Lophodytes cucullatus x Mergus merganser,Hooded x Common Merganser (hybrid),x00726
Mergus octosetaceus,Brazilian Merganser,bramer1
Mergus serrator,Red-breasted Merganser,rebmer
Aythya collaris x Mergus serrator,Ring-necked Duck x Red-breasted Merganser (hybrid),x00614
Mergus merganser x serrator,Common x Red-breasted Merganser (hybrid),x00780
Mergus merganser/serrator,Common/Red-breasted Merganser,y00224
Mergus squamatus,Scaly-sided Merganser,scsmer1
Mergellus/Lophodytes/Mergus sp.,merganser sp.,mergan1
Heteronetta atricapilla,Black-headed Duck,blhduc1
Nomonyx dominicus,Masked Duck,masduc
Oxyura jamaicensis,Ruddy Duck,rudduc
Nomonyx dominicus/Oxyura jamaicensis,Masked/Ruddy Duck,y00710
Oxyura ferruginea,Andean Duck,andduc1
Oxyura ferruginea andina,Andean Duck (andina),andduc2
Oxyura ferruginea ferruginea,Andean Duck (ferruginea),rudduc2
Oxyura leucocephala,White-headed Duck,whhduc1
Oxyura jamaicensis x leucocephala,Ruddy x White-headed Duck (hybrid),x00705
Oxyura maccoa,Maccoa Duck,macduc1
Oxyura vittata,Lake Duck,lakduc1
Oxyura ferruginea/vittata,Andean/Lake Duck,y00601
Oxyura australis,Blue-billed Duck,blbduc1
Biziura lobata,Musk Duck,musduc1
Anatidae (duck sp.),duck sp.,duck1
Anatidae sp.,waterfowl sp.,waterf1
Alectura lathami,Australian Brushturkey,ausbrt1
Alectura lathami purpureicollis,Australian Brushturkey (Purple-pouched),ausbru1
Alectura lathami lathami,Australian Brushturkey (Yellow-pouched),ausbru2
Aepypodius arfakianus,Wattled Brushturkey,watbrt1
Aepypodius bruijnii,Waigeo Brushturkey,brubrt1
Talegalla cuvieri,Red-billed Brushturkey,rebbrt1
Talegalla fuscirostris,Yellow-legged Brushturkey,bkbbrt1
Talegalla jobiensis,Red-legged Brushturkey,bncbrt1
Talegalla sp.,Talegalla sp.,talega1
Leipoa ocellata,Malleefowl,mallee1
Macrocephalon maleo,Maleo,maleo1
Eulipoa wallacei,Moluccan Megapode,molscr1
Megapodius pritchardii,Tongan Megapode,niuscr1
Megapodius laperouse,Micronesian Megapode,micscr1
Megapodius nicobariensis,Nicobar Megapode,nicscr1
Megapodius cumingii,Philippine Megapode,tabscr1
Megapodius bernsteinii,Sula Megapode,sulscr1
Megapodius tenimberensis,Tanimbar Megapode,tanscr1
Megapodius freycinet,Dusky Megapode,dusscr1
Megapodius freycinet [freycinet Group],Dusky Megapode (Dusky),dusscr2
Megapodius freycinet forsteni/buruensis,Dusky Megapode (Forsten's),forscr1
Megapodius geelvinkianus,Biak Megapode,dusscr3
Megapodius eremita,Melanesian Megapode,melscr1
Megapodius layardi,Vanuatu Megapode,vanscr1
Megapodius decollatus,New Guinea Megapode,negscr1
Megapodius reinwardt,Orange-footed Megapode,orfscr1
Ortalis vetula,Plain Chachalaca,placha
Ortalis cinereiceps,Gray-headed Chachalaca,grhcha1
Ortalis garrula,Chestnut-winged Chachalaca,chwcha1
Ortalis ruficauda,Rufous-vented Chachalaca,ruvcha1
Ortalis ruficauda ruficrissa,Rufous-vented Chachalaca (Rufous-vented),ruvcha2
Ortalis ruficauda ruficauda,Rufous-vented Chachalaca (Rufous-tipped),ruvcha3
Ortalis erythroptera,Rufous-headed Chachalaca,ruhcha1
Ortalis wagleri,Rufous-bellied Chachalaca,rubcha1
Ortalis poliocephala,West Mexican Chachalaca,wemcha1
Ortalis wagleri x poliocephala,Rufous-bellied x West Mexican Chachalaca (hybrid),x01121
Ortalis canicollis,Chaco Chachalaca,chacha1
Ortalis leucogastra,White-bellied Chachalaca,whbcha1
Ortalis columbiana,Colombian Chachalaca,colcha1
Ortalis guttata,Speckled Chachalaca,specha3
Ortalis guttata guttata/subaffinis,Speckled Chachalaca (Speckled),specha6
Ortalis guttata remota,Speckled Chachalaca (Parana),specha5
Ortalis araucuan,East Brazilian Chachalaca,specha2
Ortalis squamata,Scaled Chachalaca,specha4
Ortalis motmot,Variable Chachalaca,varcha1
Ortalis ruficeps,Chestnut-headed Chachalaca,varcha3
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1
Ortalis sp.,chachalaca sp.,chacha2
Penelope argyrotis,Band-tailed Guan,batgua1
Penelope barbata,Bearded Guan,beagua1
Penelope ortoni,Baudo Guan,baugua1
Penelope montagnii,Andean Guan,andgua1
Penelope marail,Marail Guan,margua1
Penelope superciliaris,Rusty-margined Guan,rumgua1
Penelope superciliaris pseudonyma,Rusty-margined Guan (Blue-faced),rumgua5
Penelope superciliaris [superciliaris Group],Rusty-margined Guan (Gray-faced),rumgua6
Penelope dabbenei,Red-faced Guan,refgua1
Penelope jacquacu,Spix's Guan,spigua1
Penelope jacquacu granti,Spix's Guan (Grant's),spigua3
Penelope jacquacu [jacquacu Group],Spix's Guan (Spix's),spigua2
Penelope marail/jacquacu,Marail/Spix's Guan,y00657
Penelope purpurascens,Crested Guan,cregua1
Penelope perspicax,Cauca Guan,caugua1
Penelope albipennis,White-winged Guan,whwgua1
Penelope obscura,Dusky-legged Guan,dulgua1
Penelope superciliaris/obscura,Rusty-margined/Dusky-legged Guan,y01229
Penelope bridgesi,Yungas Guan,dulgua3
Penelope pileata,White-crested Guan,whcgua1
Penelope ochrogaster,Chestnut-bellied Guan,chbgua1
Penelope jacucaca,White-browed Guan,whbgua1
Penelope sp.,Penelope sp.,penelo1
Pipile pipile,Trinidad Piping-Guan,trpgua1
Pipile cumanensis,Blue-throated Piping-Guan,butpig1
Pipile grayi,White-throated Piping-Guan,butpig2
Pipile cumanensis/grayi,Blue-throated/White-throated Piping-Guan,btpgua1
Pipile cujubi,Red-throated Piping-Guan,rtpgua1
Pipile cujubi nattereri,Red-throated Piping-Guan (White-crested),retpig2
Pipile cujubi cujubi,Red-throated Piping-Guan (Gray-crested),retpig1
Pipile grayi x cujubi,White-throated x Red-throated Piping-Guan (hybrid),x01078
Pipile grayi/cujubi,White-throated/Red-throated Piping-Guan,y00831
Pipile jacutinga,Black-fronted Piping-Guan,bfpgua1
Aburria aburri,Wattled Guan,watgua1
Chamaepetes unicolor,Black Guan,blagua1
Chamaepetes goudotii,Sickle-winged Guan,siwgua1
Penelopina nigra,Highland Guan,higgua1
Oreophasis derbianus,Horned Guan,horgua1
Nothocrax urumutum,Nocturnal Curassow,noccur1
Mitu tomentosum,Crestless Curassow,crecur2
Mitu salvini,Salvin's Curassow,salcur1
Mitu tuberosum,Razor-billed Curassow,rabcur2
Mitu mitu,Alagoas Curassow,alacur1
Pauxi pauxi,Helmeted Curassow,helcur1
Pauxi koepckeae,Sira Curassow,horcur2
Pauxi unicornis,Horned Curassow,horcur3
Crax rubra,Great Curassow,grecur1
Crax alberti,Blue-billed Curassow,bubcur1
Crax daubentoni,Yellow-knobbed Curassow,yekcur1
Crax alector,Black Curassow,blacur1
Crax globulosa,Wattled Curassow,watcur1
Crax fasciolata,Bare-faced Curassow,bafcur1
Crax fasciolata pinima,Bare-faced Curassow (Belem),bafcur2
Crax fasciolata fasciolata/grayi,Bare-faced Curassow (Bare-faced),bafcur3
Crax blumenbachii,Red-billed Curassow,rebcur1
Cracidae sp. (curassow sp.),curassow sp.,curass1
Cracidae sp.,Cracidae sp.,cracid1
Numida meleagris,Helmeted Guineafowl,helgui
Numida meleagris sabyi,Helmeted Guineafowl (Moroccan),helgui2
Numida meleagris galeatus,Helmeted Guineafowl (West African),helgui4
Numida meleagris meleagris/somaliensis,Helmeted Guineafowl (Helmeted),helgui3
Numida meleagris reichenowi,Helmeted Guineafowl (Reichenow's),helgui5
Numida meleagris [mitratus Group],Helmeted Guineafowl (Tufted),helgui6
Numida meleagris (Domestic type),Helmeted Guineafowl (Domestic type),helgui1
Agelastes meleagrides,White-breasted Guineafowl,whbgui1
Agelastes niger,Black Guineafowl,blagui1
Acryllium vulturinum,Vulturine Guineafowl,vulgui1
Guttera plumifera,Plumed Guineafowl,plugui1
Guttera pucherani,Eastern Crested Guineafowl,cregui3
Guttera verreauxi,Western Crested Guineafowl,cregui2
Guttera edouardi,Southern Crested Guineafowl,cregui4
Guttera pucherani/verreauxi/edouardi,crested guineafowl sp.,cregui1
Ptilopachus petrosus,Stone Partridge,stopar1
Ptilopachus petrosus petrosus,Stone Partridge (Stone),stopar2
Ptilopachus petrosus major,Stone Partridge (Ethiopian),stopar3
Ptilopachus nahani,Nahan's Partridge,nahfra2
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1
Oreortyx pictus,Mountain Quail,mouqua
Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,bcwpar1
Dendrortyx macroura,Long-tailed Wood-Partridge,ltwpar1
Dendrortyx barbatus,Bearded Wood-Partridge,bewpar1
Philortyx fasciatus,Banded Quail,banqua1
Colinus virginianus,Northern Bobwhite,norbob
Colinus virginianus [virginianus Group],Northern Bobwhite (Eastern),norbob1
Colinus virginianus graysoni/nigripectus,Northern Bobwhite (graysoni/nigripectus),norbob2
Colinus virginianus [pectoralis Group],Northern Bobwhite (pectoralis Group),norbob3
Colinus virginianus [coyoleos Group],Northern Bobwhite (Masked),masbob1
Colinus nigrogularis,Black-throated Bobwhite,bltbob1
Colinus leucopogon,Spot-bellied Bobwhite,crebob2
Colinus cristatus,Crested Bobwhite,crebob1
Callipepla squamata,Scaled Quail,scaqua
Colinus virginianus x Callipepla squamata,Northern Bobwhite x Scaled Quail (hybrid),x00688
Callipepla douglasii,Elegant Quail,elequa
Callipepla californica,California Quail,calqua
Colinus virginianus x Callipepla californica,Northern Bobwhite x California Quail (hybrid),x01011
Callipepla squamata x californica,Scaled x California Quail (hybrid),x00687
Callipepla gambelii,Gambel's Quail,gamqua
Callipepla squamata x gambelii,Scaled x Gambel's Quail (hybrid),x00689
Callipepla californica x gambelii,California x Gambel's Quail (hybrid),y00315
Callipepla californica/gambelii,California/Gambel's Quail,y00711
Cyrtonyx montezumae,Montezuma Quail,monqua
Cyrtonyx montezumae [montezumae Group],Montezuma Quail (Montezuma),monqua1
Cyrtonyx montezumae sallei/rowleyi,Montezuma Quail (Salle's),monqua2
Cyrtonyx ocellatus,Ocellated Quail,ocequa1
Dactylortyx thoracicus,Singing Quail,sinqua1
Odontophorus gujanensis,Marbled Wood-Quail,mawqua1
Odontophorus capueira,Spot-winged Wood-Quail,swwqua1
Odontophorus melanotis,Black-eared Wood-Quail,bewqua1
Odontophorus atrifrons,Black-fronted Wood-Quail,bfwqua1
Odontophorus erythrops,Rufous-fronted Wood-Quail,rfwqua1
Odontophorus hyperythrus,Chestnut Wood-Quail,chwqua1
Odontophorus melanonotus,Dark-backed Wood-Quail,dbwqua1
Odontophorus speciosus,Rufous-breasted Wood-Quail,rbwqua1
Odontophorus dialeucos,Tacarcuna Wood-Quail,tawqua1
Odontophorus strophium,Gorgeted Wood-Quail,gowqua1
Odontophorus columbianus,Venezuelan Wood-Quail,venwoq1
Odontophorus leucolaemus,Black-breasted Wood-Quail,bbwqua1
Odontophorus [undescribed form],Pasco Wood-Quail (undescribed form),paswoq1
Odontophorus balliviani,Stripe-faced Wood-Quail,sfwqua1
Odontophorus stellatus,Starred Wood-Quail,stwqua1
Odontophorus guttatus,Spotted Wood-Quail,spwqua1
Odontophorus sp.,wood-quail sp.,woodqu1
Odontophoridae sp.,new world quail sp.,quail1
Xenoperdix udzungwensis,Udzungwa Partridge,udzpar1
Xenoperdix udzungwensis udzungwensis,Udzungwa Partridge (Udzungwa),udzpar3
Xenoperdix udzungwensis obscuratus,Udzungwa Partridge (Rubeho),udzpar2
Caloperdix oculeus,Ferruginous Partridge,ferpar2
Rollulus rouloul,Crested Partridge,crepar1
Melanoperdix niger,Black Partridge,blapar2
Arborophila torqueola,Hill Partridge,hilpar1
Arborophila rufipectus,Sichuan Partridge,sicpar1
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2
Arborophila gingica,White-necklaced Partridge,whnpar2
Arborophila rufogularis,Rufous-throated Partridge,rutpar1
Arborophila rubrirostris,Red-billed Partridge,rebpar3
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1
Arborophila cambodiana diversa,Chestnut-headed Partridge (Siamese),chhpar3
Arborophila cambodiana cambodiana/chandamonyi,Chestnut-headed Partridge (Chestnut-headed),chhpar2
Arborophila ardens,Hainan Partridge,haipar1
Arborophila crudigularis,Taiwan Partridge,taipar1
Arborophila atrogularis,White-cheeked Partridge,whcpar1
Arborophila brunneopectus,Bar-backed Partridge,babpar1
Arborophila davidi,Orange-necked Partridge,ornpar1
Arborophila hyperythra,Red-breasted Partridge,rebpar5
Arborophila campbelli,Malayan Partridge,gybpar3
Arborophila rolli,Roll's Partridge,gybpar5
Arborophila sumatrana,Sumatran Partridge,gybpar6
Arborophila rolli/sumatrana,Roll's/Sumatran Partridge,y01018
Arborophila javanica,Chestnut-bellied Partridge,chbpar1
Arborophila orientalis,Gray-breasted Partridge,gybpar4
Lerwa lerwa,Snow Partridge,snopar1
Ithaginis cruentus,Blood Pheasant,blophe1
Tragopan melanocephalus,Western Tragopan,westra1
Tragopan satyra,Satyr Tragopan,sattra1
Tragopan blythii,Blyth's Tragopan,blytra1
Tragopan temminckii,Temminck's Tragopan,temtra1
Tragopan caboti,Cabot's Tragopan,cabtra1
Tetraophasis obscurus,Chestnut-throated Monal-Partridge,verpar1
Tetraophasis szechenyii,Buff-throated Monal-Partridge,szepar1
Lophophorus impejanus,Himalayan Monal,himmon1
Lophophorus sclateri,Sclater's Monal,sclmon1
Lophophorus sclateri arunachalensis,Sclater's Monal (White-tailed),sclmon3
Lophophorus sclateri sclateri/orientalis,Sclater's Monal (Band-tailed),sclmon5
Lophophorus lhuysii,Chinese Monal,chimon1
Pucrasia macrolopha,Koklass Pheasant,kokphe1
Meleagris gallopavo,Wild Turkey,wiltur
Meleagris gallopavo (Domestic type),Wild Turkey (Domestic type),wiltur1
Meleagris ocellata,Ocellated Turkey,ocetur1
Bonasa umbellus,Ruffed Grouse,rufgro
Tetrastes bonasia,Hazel Grouse,hazgro1
Tetrastes sewerzowi,Chinese Grouse,sevgro1
Centrocercus urophasianus,Greater Sage-Grouse,saggro
Centrocercus minimus,Gunnison Sage-Grouse,gusgro
Centrocercus urophasianus/minimus,Greater/Gunnison Sage-Grouse,y00608
Dendragapus obscurus,Dusky Grouse,dusgro
Dendragapus fuliginosus,Sooty Grouse,soogro1
Dendragapus obscurus/fuliginosus,Dusky/Sooty Grouse,blugrs
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro
Centrocercus urophasianus x Tympanuchus phasianellus,Greater Sage-Grouse x Sharp-tailed Grouse (hybrid),x00727
Dendragapus obscurus x Tympanuchus phasianellus,Dusky x Sharp-tailed Grouse (hybrid),x00781
Tympanuchus cupido,Greater Prairie-Chicken,grpchi
Tympanuchus cupido pinnatus,Greater Prairie-Chicken (pinnatus),greprc1
Tympanuchus cupido cupido,Greater Prairie-Chicken (Heath Hen),heahen1
Tympanuchus cupido attwateri,Greater Prairie-Chicken (Attwater's),attprc1
Tympanuchus phasianellus x cupido,Sharp-tailed Grouse x Greater Prairie-Chicken (hybrid),x00728
Tympanuchus pallidicinctus,Lesser Prairie-Chicken,lepchi
Tympanuchus cupido x pallidicinctus,Greater x Lesser Prairie-Chicken (hybrid),x00668
Tympanuchus cupido/pallidicinctus,Greater/Lesser Prairie-Chicken,y00664
Lagopus leucura,White-tailed Ptarmigan,whtpta1
Lagopus lagopus,Willow Ptarmigan,wilpta
Lagopus lagopus scotica/hibernica,Willow Ptarmigan (Red Grouse),wilpta1
Lagopus lagopus [lagopus Group],Willow Ptarmigan (Willow),wilpta2
Lagopus muta,Rock Ptarmigan,rocpta1
Lagopus sp.,ptarmigan sp.,ptarmi1
Falcipennis falcipennis,Siberian Grouse,sibgro2
Canachites canadensis,Spruce Grouse,sprgro
Canachites canadensis [canadensis Group],Spruce Grouse (Spruce),sprgro1
Canachites canadensis franklinii/isleibi,Spruce Grouse (Franklin's),frsgro1
Canachites canadensis [canadensis Group] x franklinii/isleibi,Spruce Grouse (Spruce x Franklin's),sprgro9
